InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
203725,SKU_1498,White Mug,4,30/03/2025 08:00:00 AM,82.77,10878.0,France,0.16,Credit Card,11.22,Accessories,Online,Not Returned,DHL,Rome,High
638848,SKU_1728,Office Chair,17,19/05/2024 08:00:00 AM,93.52,35598.0,Belgium,0.06,Credit Card,5.23,Furniture,Online,Not Returned,UPS,Paris,High
200265,SKU_1512,Headphones,36,23/04/2024 09:00:00 AM,12.23,29138.0,France,0.25,Bank Transfer,5.34,Electronics,In-store,Not Returned,DHL,Paris,Medium
506464,SKU_1331,T-shirt,3,08/02/2024 12:00:00 PM,13.01,61893.0,Italy,0.2,Bank Transfer,26.25,Apparel,In-store,Not Returned,DHL,London,Medium
637706,SKU_1026,USB Cable,9,06/06/2022 05:00:00 PM,41.26,83942.0,France,0.06,Credit Card,10.76,Electronics,In-store,Returned,Royal Mail,Berlin,Low
237653,SKU_1719,Headphones,4,10/06/2020 07:00:00 AM,66.84,78342.0,France,0.27,Paypall,7.9,Electronics,In-store,Not Returned,UPS,Paris,Medium
169979,SKU_1350,Notebook,28,17/03/2025 08:00:00 PM,23.2,21285.0,Italy,0.45,Credit Card,7.26,Stationery,Online,Not Returned,Royal Mail,Rome,Low
317214,SKU_1331,Office Chair,24,21/06/2024 08:00:00 PM,33.01,97445.0,Sweden,0.45,Paypall,18.5,Furniture,Online,Not Returned,UPS,Berlin,High
478888,SKU_1529,Desk Lamp,16,15/04/2022 08:00:00 AM,58.96,58696.0,Belgium,0.23,Credit Card,29.15,Electronics,In-store,Not Returned,DHL,Paris,Low
424262,SKU_1346,Wall Clock,23,07/07/2024 04:00:00 AM,36.67,95330.0,France,0.15,Paypall,19.64,Accessories,Online,Not Returned,Royal Mail,Rome,High
373820,SKU_1507,Blue Pen,6,23/08/2020 01:00:00 AM,61.79,48266.0,United Kingdom,0.17,Bank Transfer,10.96,Stationery,Online,Not Returned,Royal Mail,Amsterdam,High
593936,SKU_1959,Wireless Mouse,8,28/06/2022 10:00:00 AM,29.93,85168.0,United States,0.25,Paypall,14.53,Electronics,Online,Not Returned,DHL,Paris,Medium
861608,SKU_1637,Wireless Mouse,41,15/08/2023 02:00:00 PM,21.17,30402.0,Australia,0.16,Paypall,12.55,Electronics,In-store,Not Returned,FedEx,Berlin,Medium
400282,SKU_1214,Blue Pen,17,12/08/2021 06:00:00 AM,88.67,13847.0,Norway,0.47,Credit Card,16.42,Stationery,In-store,Returned,UPS,Berlin,High
964221,SKU_1577,T-shirt,9,22/07/2025 12:00:00 PM,10.33,44959.0,Germany,0.07,Bank Transfer,7.49,Apparel,Online,Not Returned,DHL,Paris,Medium
447885,SKU_1152,Blue Pen,44,28/01/2025 06:00:00 AM,66.83,24006.0,United States,0.0,Credit Card,9.53,Stationery,In-store,Not Returned,Royal Mail,London,Low
653214,SKU_1662,Office Chair,16,04/11/2020 10:00:00 AM,50.49,55845.0,Belgium,0.16,Bank Transfer,21.77,Furniture,Online,Not Returned,Royal Mail,Amsterdam,High
984426,SKU_1663,Headphones,29,18/11/2022 09:00:00 AM,57.84,62733.0,Norway,0.23,Bank Transfer,15.15,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
419532,SKU_1447,USB Cable,17,13/01/2021 03:00:00 AM,74.29,52913.0,Italy,0.37,Credit Card,20.62,Electronics,In-store,Not Returned,UPS,Rome,Medium
738447,SKU_1865,Desk Lamp,31,22/05/2025 10:00:00 PM,36.68,77985.0,United Kingdom,0.05,Bank Transfer,21.61,Electronics,Online,Not Returned,DHL,Amsterdam,High
988493,SKU_1659,Wall Clock,22,18/01/2024 07:00:00 AM,56.61,28661.0,Belgium,0.07,Paypall,17.23,Accessories,In-store,Not Returned,FedEx,London,High
357579,SKU_1335,Desk Lamp,20,12/08/2024 10:00:00 AM,14.62,62522.0,Australia,0.24,Paypall,27.86,Electronics,Online,Not Returned,FedEx,Paris,Medium
611411,SKU_1892,Backpack,44,29/02/2020 04:00:00 AM,61.45,18066.0,Netherlands,0.02,Paypall,8.76,Apparel,In-store,Not Returned,UPS,Berlin,High
575747,SKU_1797,Desk Lamp,16,03/08/2025 04:00:00 PM,62.28,33482.0,Italy,0.11,Bank Transfer,14.85,Electronics,Online,Not Returned,DHL,Berlin,Medium
656659,SKU_1019,Blue Pen,22,02/05/2020 09:00:00 PM,61.01,25713.0,United States,0.08,Bank Transfer,17.99,Stationery,In-store,Not Returned,FedEx,London,Low
627254,SKU_1534,Notebook,42,21/11/2022 11:00:00 PM,64.34,32933.0,Australia,0.18,Paypall,5.44,Stationery,Online,Not Returned,UPS,Rome,High
100188,SKU_1844,T-shirt,13,10/03/2025 06:00:00 AM,13.56,94505.0,Spain,0.02,Bank Transfer,17.32,Apparel,Online,Not Returned,FedEx,Berlin,High
659347,SKU_1876,Blue Pen,43,18/09/2023 05:00:00 AM,69.17,79445.0,Netherlands,0.08,Bank Transfer,14.08,Stationery,In-store,Not Returned,UPS,London,Low
555040,SKU_1809,Blue Pen,41,04/06/2021 04:00:00 AM,56.39,19700.0,United States,0.19,Paypall,28.37,Stationery,In-store,Not Returned,UPS,Rome,Medium
685202,SKU_1527,USB Cable,7,03/07/2023 09:00:00 AM,39.24,94994.0,United Kingdom,0.34,Credit Card,19.33,Electronics,In-store,Not Returned,FedEx,London,High
950247,SKU_1407,USB Cable,41,06/08/2022 11:00:00 AM,85.69,85888.0,Italy,0.42,Credit Card,9.63,Electronics,In-store,Returned,Royal Mail,Paris,Medium
537466,SKU_1102,Wall Clock,6,07/04/2023 05:00:00 PM,17.1,86513.0,Belgium,0.32,Credit Card,28.54,Accessories,Online,Not Returned,FedEx,London,Medium
853789,SKU_1185,USB Cable,34,09/02/2023 08:00:00 PM,75.19,57809.0,Norway,0.41,Credit Card,6.75,Electronics,Online,Not Returned,Royal Mail,Berlin,Medium
783454,SKU_1843,Wall Clock,12,06/04/2025 07:00:00 PM,50.4,64382.0,Portugal,0.09,Credit Card,21.91,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
580357,SKU_1335,Office Chair,45,28/01/2024 12:00:00 PM,46.75,99527.0,Sweden,0.35,Paypall,20.05,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low
459175,SKU_1084,Office Chair,39,26/04/2022 11:00:00 PM,61.66,83898.0,Belgium,0.2,Credit Card,27.48,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium
531108,SKU_1674,T-shirt,2,07/12/2024 05:00:00 PM,18.35,61806.0,Sweden,0.04,Paypall,9.01,Apparel,In-store,Not Returned,UPS,Paris,Medium
528886,SKU_1786,Blue Pen,5,30/03/2021 09:00:00 AM,24.54,95556.0,United Kingdom,0.12,Paypall,22.93,Stationery,In-store,Not Returned,UPS,London,Medium
807966,SKU_1036,Wall Clock,20,25/08/2024 06:00:00 PM,56.69,64200.0,Portugal,0.37,Credit Card,12.55,Accessories,Online,Not Returned,UPS,Berlin,High
357803,SKU_1102,Notebook,5,11/07/2020 06:00:00 PM,88.85,65526.0,Norway,0.3,Bank Transfer,27.52,Stationery,Online,Not Returned,DHL,London,Medium
173870,SKU_1061,T-shirt,49,22/11/2020 01:00:00 AM,64.64,75638.0,Netherlands,0.43,Paypall,11.94,Apparel,In-store,Returned,UPS,Paris,Medium
159395,SKU_1618,Wall Clock,21,07/05/2022 08:00:00 AM,13.11,75127.0,Spain,0.34,Bank Transfer,21.88,Accessories,Online,Not Returned,Royal Mail,London,Low
491670,SKU_1685,Office Chair,32,12/01/2021 12:00:00 AM,55.48,74615.0,France,0.39,Credit Card,16.0,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
697690,SKU_1781,White Mug,39,18/07/2020 10:00:00 PM,53.95,47311.0,Sweden,0.37,Credit Card,7.23,Accessories,In-store,Not Returned,DHL,Berlin,High
671312,SKU_1528,Wall Clock,34,14/12/2021 02:00:00 AM,93.16,28758.0,United States,0.39,Paypall,25.61,Accessories,In-store,Not Returned,DHL,Rome,Medium
528681,SKU_1327,Wireless Mouse,40,24/07/2024 04:00:00 PM,20.67,89958.0,Portugal,0.05,Paypall,11.78,Electronics,Online,Not Returned,DHL,London,Low
180729,SKU_1937,Desk Lamp,29,08/10/2024 11:00:00 PM,52.06,43904.0,Germany,0.43,Credit Card,29.95,Electronics,In-store,Not Returned,Royal Mail,Rome,High
113265,SKU_1715,Office Chair,38,08/03/2021 05:00:00 AM,96.27,30719.0,Italy,0.5,Credit Card,28.52,Furniture,Online,Not Returned,UPS,Berlin,High
720086,SKU_1992,Wall Clock,14,15/10/2021 11:00:00 PM,65.24,94341.0,Australia,0.35,Bank Transfer,28.85,Accessories,Online,Not Returned,DHL,Paris,Medium
831742,SKU_1684,T-shirt,13,06/03/2025 01:00:00 PM,79.82,48529.0,Norway,0.36,Credit Card,17.38,Apparel,Online,Not Returned,Royal Mail,London,Medium
764399,SKU_1660,White Mug,43,21/04/2022 11:00:00 PM,56.11,18536.0,Australia,0.28,Bank Transfer,24.76,Accessories,Online,Not Returned,FedEx,Rome,Medium
354809,SKU_1399,Wall Clock,46,20/09/2021 10:00:00 PM,17.86,86421.0,Belgium,0.01,Paypall,28.77,Accessories,In-store,Not Returned,FedEx,Paris,High
980677,SKU_1752,Office Chair,19,19/11/2023 10:00:00 PM,81.11,86082.0,Portugal,0.34,Credit Card,9.33,Furniture,In-store,Not Returned,DHL,Paris,Medium
251542,SKU_1645,Blue Pen,44,09/11/2020 08:00:00 AM,82.22,43420.0,Belgium,0.46,Credit Card,18.08,Stationery,In-store,Returned,FedEx,Amsterdam,Low
837685,SKU_1097,White Mug,33,10/06/2020 04:00:00 PM,63.47,65716.0,Belgium,0.48,Bank Transfer,21.18,Accessories,Online,Not Returned,DHL,London,Medium
786423,SKU_1207,Desk Lamp,12,02/11/2023 07:00:00 PM,28.63,93852.0,Germany,0.25,Paypall,20.47,Electronics,Online,Not Returned,Royal Mail,Paris,Medium
818800,SKU_1711,White Mug,8,06/04/2023 03:00:00 AM,16.27,75241.0,United Kingdom,0.34,Credit Card,16.41,Accessories,In-store,Returned,FedEx,Berlin,Low
220249,SKU_1724,White Mug,31,31/08/2024 05:00:00 PM,17.9,51367.0,Netherlands,0.3,Credit Card,13.55,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
958697,SKU_1589,White Mug,13,08/08/2022 07:00:00 AM,18.18,65459.0,France,0.33,Paypall,21.91,Accessories,Online,Not Returned,UPS,Paris,Medium
563735,SKU_1389,USB Cable,5,08/07/2024 04:00:00 AM,70.95,26994.0,Australia,0.3,Bank Transfer,26.14,Electronics,In-store,Not Returned,UPS,Rome,Low
650621,SKU_1824,T-shirt,26,22/04/2025 05:00:00 PM,73.32,94640.0,Norway,0.32,Bank Transfer,7.16,Apparel,Online,Returned,DHL,Berlin,Low
502348,SKU_1436,T-shirt,39,21/07/2025 01:00:00 PM,60.47,19120.0,Portugal,0.41,Paypall,10.52,Apparel,In-store,Not Returned,FedEx,Paris,Low
718530,SKU_1320,Wall Clock,26,03/05/2022 04:00:00 AM,29.69,26940.0,United Kingdom,0.34,Credit Card,24.07,Accessories,Online,Not Returned,UPS,Berlin,Low
652375,SKU_1506,Wall Clock,10,30/12/2022 03:00:00 PM,13.69,77132.0,Italy,0.39,Credit Card,14.94,Accessories,Online,Not Returned,FedEx,London,Medium
520343,SKU_1971,Office Chair,20,28/07/2020 03:00:00 PM,55.59,87111.0,Germany,0.18,Bank Transfer,25.29,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
953966,SKU_1055,Desk Lamp,38,17/06/2020 11:00:00 PM,13.7,71386.0,Belgium,0.02,Credit Card,8.46,Electronics,In-store,Not Returned,FedEx,London,Medium
679841,SKU_1940,Blue Pen,19,10/07/2025 12:00:00 AM,15.05,25957.0,Norway,0.0,Paypall,18.52,Stationery,Online,Returned,FedEx,Rome,Medium
891810,SKU_1727,USB Cable,13,30/03/2025 02:00:00 PM,15.73,72612.0,Sweden,0.03,Bank Transfer,21.69,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low
103917,SKU_1272,Notebook,22,28/03/2025 12:00:00 PM,70.72,43164.0,Belgium,0.42,Paypall,23.78,Stationery,Online,Not Returned,UPS,London,High
425969,SKU_1429,T-shirt,42,08/01/2022 01:00:00 AM,73.38,41870.0,Spain,0.28,Paypall,27.34,Apparel,In-store,Not Returned,FedEx,London,Low
945377,SKU_1845,Desk Lamp,26,05/08/2022 09:00:00 PM,67.71,73544.0,France,0.4,Bank Transfer,26.38,Electronics,In-store,Not Returned,UPS,Paris,Medium
711134,SKU_1513,Blue Pen,32,02/11/2024 09:00:00 AM,28.28,47742.0,Netherlands,0.02,Credit Card,24.64,Stationery,Online,Not Returned,Royal Mail,Rome,High
645844,SKU_1215,Backpack,39,11/10/2021 09:00:00 AM,49.18,82120.0,Italy,0.18,Paypall,25.97,Apparel,Online,Not Returned,DHL,London,Medium
561107,SKU_1371,Wireless Mouse,11,12/01/2023 03:00:00 PM,4.43,79720.0,United States,0.25,Bank Transfer,10.21,Electronics,Online,Not Returned,FedEx,Amsterdam,High
192493,SKU_1513,Office Chair,35,08/06/2020 04:00:00 AM,1.48,53879.0,United States,0.17,Bank Transfer,25.24,Furniture,Online,Not Returned,FedEx,Amsterdam,Low
803645,SKU_1042,Wall Clock,29,05/06/2021 06:00:00 PM,56.39,97699.0,Australia,0.44,Credit Card,8.65,Accessories,In-store,Not Returned,UPS,Berlin,Low
372047,SKU_1258,Headphones,38,14/12/2023 08:00:00 AM,78.25,87549.0,France,0.01,Paypall,11.45,Electronics,In-store,Not Returned,DHL,Amsterdam,Low
843472,SKU_1117,Blue Pen,14,24/03/2022 01:00:00 PM,38.1,85347.0,Spain,0.43,Bank Transfer,8.63,Stationery,Online,Not Returned,DHL,Berlin,High
299795,SKU_1694,Notebook,13,11/11/2023 09:00:00 PM,83.98,70102.0,Spain,0.36,Bank Transfer,15.21,Stationery,Online,Not Returned,FedEx,Berlin,Low
237867,SKU_1940,Desk Lamp,36,02/11/2023 05:00:00 PM,43.38,68141.0,Belgium,0.16,Credit Card,23.03,Electronics,In-store,Not Returned,FedEx,Paris,Low
283535,SKU_1851,Wireless Mouse,27,17/10/2023 01:00:00 AM,44.36,57598.0,Sweden,0.42,Paypall,18.18,Electronics,In-store,Not Returned,DHL,Berlin,Low
121518,SKU_1122,Backpack,21,30/08/2021 03:00:00 PM,48.15,29905.0,Belgium,0.31,Credit Card,13.86,Apparel,In-store,Not Returned,UPS,London,High
421197,SKU_1781,USB Cable,17,11/03/2025 02:00:00 PM,65.12,70022.0,Germany,0.48,Paypall,29.27,Electronics,In-store,Not Returned,FedEx,Amsterdam,Medium
419248,SKU_1712,Wireless Mouse,17,09/01/2021 04:00:00 PM,42.81,23349.0,Spain,0.24,Credit Card,17.99,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
273808,SKU_1900,Desk Lamp,41,20/06/2023 03:00:00 AM,66.96,80093.0,Sweden,0.1,Credit Card,9.93,Electronics,Online,Not Returned,FedEx,Amsterdam,High
413030,SKU_1823,Backpack,18,11/09/2021 06:00:00 PM,65.57,85144.0,Norway,0.16,Credit Card,24.78,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low
636507,SKU_1556,Wall Clock,17,21/02/2020 04:00:00 PM,5.85,16507.0,United States,0.06,Credit Card,19.86,Accessories,In-store,Not Returned,UPS,Berlin,Low
984956,SKU_1295,Blue Pen,22,10/09/2024 03:00:00 AM,50.75,17425.0,United Kingdom,0.48,Bank Transfer,22.66,Stationery,In-store,Not Returned,UPS,Paris,Low
895326,SKU_1318,Blue Pen,12,13/05/2020 04:00:00 AM,97.55,46029.0,France,0.23,Paypall,25.5,Stationery,In-store,Not Returned,DHL,Amsterdam,High
899203,SKU_1207,USB Cable,14,26/08/2021 09:00:00 AM,89.38,36651.0,Italy,0.49,Paypall,27.82,Electronics,In-store,Not Returned,UPS,Paris,High
631117,SKU_1935,Blue Pen,19,05/05/2023 11:00:00 PM,20.25,46586.0,Germany,0.15,Bank Transfer,12.64,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium
206330,SKU_1834,Blue Pen,45,01/03/2023 08:00:00 AM,87.22,29538.0,United States,0.46,Bank Transfer,5.7,Stationery,Online,Not Returned,DHL,Paris,Low
670706,SKU_1965,Backpack,32,16/10/2020 04:00:00 AM,87.6,45811.0,Belgium,0.09,Bank Transfer,15.77,Apparel,Online,Not Returned,Royal Mail,London,High
768137,SKU_1525,Desk Lamp,17,15/04/2023 06:00:00 PM,52.16,23789.0,France,0.46,Credit Card,22.06,Electronics,In-store,Not Returned,FedEx,Amsterdam,High
406844,SKU_1047,USB Cable,38,17/01/2023 01:00:00 PM,25.59,78218.0,Australia,0.27,Paypall,16.73,Electronics,In-store,Not Returned,DHL,London,Medium
658888,SKU_1511,T-shirt,2,05/06/2021 05:00:00 PM,94.38,54474.0,Australia,0.37,Bank Transfer,27.52,Apparel,Online,Not Returned,DHL,London,Low
979140,SKU_1657,Headphones,35,13/08/2020 11:00:00 AM,96.5,56650.0,United States,0.17,Bank Transfer,14.27,Electronics,Online,Not Returned,Royal Mail,Berlin,High
369209,SKU_1694,Backpack,19,15/04/2021 02:00:00 AM,20.46,13408.0,United States,0.46,Bank Transfer,15.57,Apparel,Online,Not Returned,FedEx,Berlin,Medium
276375,SKU_1505,Notebook,39,16/04/2024 07:00:00 PM,86.19,34895.0,Netherlands,0.49,Paypall,13.14,Stationery,In-store,Not Returned,FedEx,Rome,High
120856,SKU_1366,White Mug,39,26/02/2024 01:00:00 PM,93.83,68777.0,Italy,0.18,Bank Transfer,8.99,Accessories,In-store,Not Returned,Royal Mail,Paris,Low
550180,SKU_1250,Backpack,47,25/10/2021 11:00:00 AM,20.63,35827.0,Belgium,0.07,Credit Card,26.94,Apparel,Online,Not Returned,Royal Mail,Paris,Medium
113731,SKU_1836,Wireless Mouse,18,27/01/2021 02:00:00 PM,25.15,30798.0,Portugal,0.22,Paypall,13.14,Electronics,Online,Not Returned,FedEx,Berlin,Medium
671693,SKU_1601,Desk Lamp,33,08/06/2023 11:00:00 AM,13.49,63820.0,United States,0.13,Bank Transfer,10.53,Electronics,Online,Not Returned,FedEx,Berlin,Medium
516443,SKU_1228,Backpack,22,20/04/2021 11:00:00 AM,5.86,48454.0,Netherlands,0.38,Bank Transfer,29.53,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium
540126,SKU_1493,USB Cable,49,06/05/2021 08:00:00 AM,94.43,18683.0,United States,0.24,Bank Transfer,14.47,Electronics,Online,Not Returned,FedEx,Paris,Low
230351,SKU_1249,Headphones,4,26/06/2020 08:00:00 PM,19.39,89882.0,United Kingdom,0.39,Credit Card,20.53,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
732565,SKU_1631,Notebook,1,20/05/2022 03:00:00 AM,89.24,24849.0,Germany,0.12,Credit Card,27.39,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium
520476,SKU_1415,Backpack,9,06/08/2022 02:00:00 AM,66.34,37246.0,Sweden,0.07,Bank Transfer,26.24,Apparel,In-store,Not Returned,UPS,Amsterdam,High
334955,SKU_1333,Blue Pen,41,28/02/2021 04:00:00 PM,28.68,85817.0,Germany,0.3,Paypall,8.98,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium
383817,SKU_1536,Notebook,32,09/01/2021 11:00:00 PM,4.2,15411.0,Norway,0.13,Credit Card,23.05,Stationery,Online,Not Returned,FedEx,Paris,High
869260,SKU_1451,Desk Lamp,27,31/03/2025 08:00:00 AM,60.07,74128.0,Belgium,0.1,Paypall,19.7,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
410347,SKU_1068,Desk Lamp,26,01/09/2024 08:00:00 AM,26.72,62523.0,Spain,0.39,Paypall,22.95,Electronics,Online,Not Returned,FedEx,Berlin,High
740753,SKU_1252,Wireless Mouse,43,22/09/2024 12:00:00 AM,44.83,79076.0,Netherlands,0.12,Paypall,7.37,Electronics,In-store,Not Returned,DHL,Paris,Low
189425,SKU_1011,White Mug,19,21/08/2025 05:00:00 AM,67.9,78696.0,Netherlands,0.13,Credit Card,29.93,Accessories,Online,Not Returned,Royal Mail,Paris,Medium
863043,SKU_1537,Headphones,27,14/06/2021 04:00:00 AM,80.93,58195.0,Belgium,0.11,Paypall,16.82,Electronics,Online,Not Returned,FedEx,Rome,Low
448425,SKU_1203,Notebook,26,25/10/2024 06:00:00 PM,6.72,67909.0,Portugal,0.06,Bank Transfer,10.73,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
960235,SKU_1518,Blue Pen,46,03/07/2023 11:00:00 PM,49.07,10354.0,Portugal,0.29,Credit Card,6.32,Stationery,Online,Not Returned,Royal Mail,Berlin,Low
501365,SKU_1306,White Mug,15,08/10/2022 12:00:00 AM,21.19,66320.0,United Kingdom,0.33,Paypall,10.45,Accessories,Online,Not Returned,UPS,Rome,Medium
104400,SKU_1768,T-shirt,9,06/08/2025 07:00:00 AM,66.03,42618.0,Sweden,0.12,Paypall,9.55,Apparel,In-store,Returned,Royal Mail,Rome,Low
984824,SKU_1034,Notebook,16,12/08/2024 01:00:00 PM,28.89,13107.0,Australia,0.18,Bank Transfer,13.22,Stationery,Online,Not Returned,FedEx,London,Medium
215981,SKU_1985,T-shirt,6,09/05/2021 04:00:00 AM,11.29,85738.0,Italy,0.36,Paypall,26.55,Apparel,Online,Not Returned,DHL,Paris,Medium
461521,SKU_1921,Backpack,23,19/01/2025 07:00:00 PM,62.26,88106.0,France,0.16,Credit Card,12.51,Apparel,Online,Not Returned,UPS,Paris,Low
291567,SKU_1341,Wall Clock,37,28/12/2024 01:00:00 PM,83.21,15582.0,Belgium,0.48,Paypall,10.36,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
494295,SKU_1050,T-shirt,46,11/11/2020 09:00:00 PM,30.4,10840.0,Netherlands,0.2,Credit Card,16.13,Apparel,In-store,Not Returned,FedEx,Rome,High
223182,SKU_1090,Notebook,30,20/07/2021 04:00:00 AM,13.48,35392.0,United States,0.2,Credit Card,28.8,Stationery,Online,Not Returned,DHL,London,Low
130257,SKU_1618,Wireless Mouse,44,03/09/2020 05:00:00 AM,42.03,40138.0,Portugal,0.18,Credit Card,19.5,Electronics,In-store,Not Returned,FedEx,Paris,High
305378,SKU_1203,Wireless Mouse,26,21/07/2025 01:00:00 AM,23.51,75805.0,United Kingdom,0.3,Credit Card,26.46,Electronics,Online,Not Returned,FedEx,Amsterdam,Medium
614242,SKU_1852,T-shirt,47,03/07/2021 06:00:00 PM,61.16,57987.0,Norway,0.43,Bank Transfer,16.69,Apparel,Online,Not Returned,Royal Mail,Berlin,Medium
521849,SKU_1427,Wall Clock,1,16/04/2024 02:00:00 PM,89.17,65071.0,Sweden,0.39,Paypall,25.82,Accessories,Online,Not Returned,FedEx,London,Medium
606035,SKU_1331,White Mug,24,26/06/2025 10:00:00 AM,85.67,23585.0,Australia,0.04,Bank Transfer,17.78,Accessories,Online,Not Returned,Royal Mail,Rome,Low
848987,SKU_1506,Notebook,22,28/01/2021 09:00:00 AM,19.21,49683.0,Germany,0.48,Bank Transfer,12.52,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Medium
743561,SKU_1935,White Mug,13,11/04/2020 12:00:00 AM,84.57,30224.0,Norway,0.28,Credit Card,20.7,Accessories,In-store,Not Returned,Royal Mail,Rome,High
338580,SKU_1869,White Mug,18,07/02/2023 06:00:00 PM,68.54,55947.0,Spain,0.03,Paypall,23.68,Accessories,Online,Not Returned,UPS,Rome,Low
271825,SKU_1203,Desk Lamp,42,29/07/2023 10:00:00 AM,49.39,42394.0,Portugal,0.09,Bank Transfer,26.61,Electronics,Online,Not Returned,DHL,Berlin,Low
880157,SKU_1884,USB Cable,19,28/06/2024 12:00:00 AM,88.79,43525.0,United States,0.04,Credit Card,26.3,Electronics,Online,Not Returned,DHL,Berlin,Low
570665,SKU_1686,Headphones,5,02/07/2025 10:00:00 AM,9.42,94706.0,Portugal,0.28,Paypall,10.61,Electronics,In-store,Not Returned,DHL,London,Medium
323656,SKU_1772,Blue Pen,8,01/02/2024 03:00:00 AM,43.25,64942.0,United States,0.04,Credit Card,26.31,Stationery,Online,Not Returned,DHL,Rome,Low
246649,SKU_1537,White Mug,3,12/04/2020 05:00:00 PM,89.4,64244.0,Norway,0.16,Credit Card,24.77,Accessories,Online,Not Returned,FedEx,Paris,Low
940264,SKU_1258,Wall Clock,18,23/05/2024 06:00:00 PM,45.41,84167.0,United States,0.33,Credit Card,23.34,Accessories,In-store,Not Returned,DHL,Berlin,Medium
542773,SKU_1550,Wall Clock,49,04/11/2024 10:00:00 AM,59.16,56387.0,United States,0.36,Credit Card,9.06,Accessories,Online,Not Returned,Royal Mail,London,Medium
705151,SKU_1124,USB Cable,42,12/11/2020 03:00:00 AM,56.52,92775.0,Italy,0.1,Credit Card,22.17,Electronics,In-store,Not Returned,UPS,London,Medium
930547,SKU_1434,Notebook,30,12/01/2021 02:00:00 PM,46.4,66205.0,Sweden,0.43,Bank Transfer,5.57,Stationery,In-store,Not Returned,DHL,Rome,Medium
902171,SKU_1426,Wireless Mouse,29,01/04/2024 12:00:00 AM,86.59,22421.0,Germany,0.01,Paypall,27.03,Electronics,In-store,Not Returned,DHL,Berlin,Low
977699,SKU_1440,White Mug,14,02/02/2020 07:00:00 AM,44.61,29726.0,Sweden,0.19,Paypall,18.55,Accessories,Online,Not Returned,FedEx,Rome,High
500435,SKU_1938,USB Cable,49,17/05/2021 10:00:00 PM,25.42,99681.0,Belgium,0.26,Bank Transfer,23.01,Electronics,In-store,Returned,UPS,Berlin,Medium
231980,SKU_1341,Backpack,38,27/12/2021 06:00:00 AM,97.98,38489.0,Netherlands,0.03,Paypall,12.38,Apparel,Online,Not Returned,DHL,Rome,Low
631134,SKU_1465,Wall Clock,5,31/08/2022 11:00:00 AM,47.51,93381.0,United Kingdom,0.33,Credit Card,8.65,Accessories,Online,Not Returned,DHL,London,Low
628272,SKU_1420,Office Chair,8,22/02/2024 05:00:00 AM,95.25,67154.0,Portugal,0.1,Paypall,14.54,Furniture,In-store,Not Returned,UPS,Amsterdam,High
152635,SKU_1590,White Mug,28,19/06/2021 05:00:00 PM,96.26,56417.0,Belgium,0.31,Bank Transfer,10.5,Accessories,Online,Not Returned,FedEx,Berlin,Medium
